document,label
진정한 기안이 나혼자산다 지!,1
좀 이제야 겨울이 겨울같네,1
13개의 보석인 오빠들.,1
상남자로 자라기 위한 발판이다,1
다 맞는말입니다....,1
생활하고 남고 쑥맥이라서 낯선사람한테 마음도 쉽게못열구요..,1
기상케스터 머리 보니 날씨 짐작이 갑니다^^,1
파주에도 경찰서 있나요??,1
 진짜 서있을때는 좀 땡기긴하지만 괜찮은데 누을때나 고개를 뒤로 제낄때 아파요..,1
  제목좀가르쳐주시면 감사하겠습니다;;0,1
다시 40광년이면 갔다가 돌아오면 가족들 다 늙어서 죽어있을듯,1
올림픽에서 너는 넣었어야 했어 골을,1
일본과의 모든 외교조치 재검토,1
너무더워ㅠㅠ 에어컨키면춥고 끄면덥고...,1
얼마줄래? 넥타이메고가면,1
반성도 가해자가 안하는데 피해자가 용서해 주는건 잘못이다.,1
복채 열심히 내시겠답니다~,1
없이 범죄 살고싶다,1
군인인데 뜬금없는 편지는 마음을 울리는듯,1
실물봤는데 분위기개쩔고 이쁜듯,1
기자 윤샘이나 이름 예쁘내,1
노트 시리즈로 먹고사는대 강경하게 나갔으면 셈숑도 미래가 감당키어렵지,1
바뀐 pd가 개편하려는건가,1
자랑하셔도 될정도의 휼륭한일을 하신겁니다,1
하지 실패했다고 않겠다.,1
글쎄...특허는 졸업했나?,1
정삼흠투수코치최고!!!!!!!!!!!!!,1
쉽게 따라할수 있는 용기를 주시는분 같아요..,1
 백주부님 덕분에 요리가 쉬워지고 맛있어졌어요,1
국회에 앞서 우리 국민부터 각성해야 할 시기입니다,1
다들 그만큼 일하다다른 직종도 그 정도로 월급 올려라~,1
"무슨색 무슨꽃으로 해줘야 하지,",1
표기하라 당장 ~~~~~,1
역시 연아 누님은 넘사벽이에요.,1
경험 있으신 분이면 좋겠지만 없으셔도 같이 고민해주시면 감사해요ㅠ,1
몸이랑 얼굴 비율이 헐리웃 배우같아ㄷㄷ,1
이 드라마는 ppl이 뜬금없이 등장하는 느낌은 아닌데...기자만 불편했나봄,1
좋지만 보검정말 기사제목이 자꾸 걸리적거리네....!,1
약쟁이긴 하지만 빤짝 스타는 아닌듯,1
 난 비오는 날 7시 밥먹으러 혼자돌아다니다 강도에게 칼맞았었지.,1
우상 탈모인들의 제이슨스타뎀님을 본받으시죠,1
출발합니다 오늘도,1
탄핵이 인용되면 바로 구속시켜 버리세요.,1
마음으로 마음은 통한다,1
로봇이 할수없는 직업이 각광 받겠구만,1
무슨 방사능측정기처럼 생겼네,1
지금 가장억울하고 열받는 사람이군...,1
13년을 쉬었으니..,1
하메스 이걸로 첼시행은 거의 사실화 되는건가,1
오는데 태풍 무서운줄 몰라. 아몰랑 차 뺄거야,1
우리는 우리 LG를 열심히 응원하는수밖에 없습니다..,1
말 마성의 매력을 가지신거 같아요!!,1
영장을 왜 기각했는지.참 기막힌다.판사야,1
배우는게 중국어 쉽나요?,1
삼성 소프트웨어 입사조건1순위 소연고대 최고 학점2순위 토익토풀 최고 점수3순위 프로그램 개발능력,1
제일안전한곳같네. 집이,1
소소한것까지  사려니 만만치 않더라구요.,1
사고 샤오미 싶은데 샤오미는 배터리 폭발 안하지?,1
나도 최저임금보다는 조금더벌지만 국민복지에쓴다면 어느정도는 낼의향이 충분히있습니다...,1
요즘 한강다리 뉴스 뜸하더라~~,1
지금이  유신시대야?,1
올해 의정부고 졸사컨셉 축 ㅌㅋㅋㅋㅋㅋㅋㅋ,1
 그래서 회사흐름보다가 창업도전도 했고..,1
네이버에다 정형돈생일 이라 치고 인기검색어에 오르게 합시다~!!!,1
미세먼지 요즘 심한데같이 기재 좀 해주세요,1
  정말 열심히 준비했구나 하는 생각 뿐이었어요~~,1
놈놈놈 박창이 개간지~~,1
그것도 익명으로 ㅋㅋㅋ,1
특검 ㅡ화이팅 ~~^^♡,1
 아니지 옛날엔 우리가 이슬람 보다 더 했었지...,1
언제 그래서 올지 모르는 기약없는 기다림을 해야하는데지금 무지 잠이 쏟아지고 있음....,1
인생한방이다. ,1
놀러와 정말 잘 봤습니다,1
힐러리가 그렇게 좋았으면 경합주에서 다 이겼어야되는거 아니었는지.,1
둘이손가락 흉내도 냄서따라하다쥐남 ㅋㅋㄱㅋㅋㅋ,1
이가혁기자 상줘야겠네,1
응 울지말고 얘기해봐,1
6개월아기 지하철 타도 될까요?,1
우리모두에게  진정한 도움이되는 셰프님 - 국민셰프님  입니다.,1
대구인데 너무 추워서 고민.,1
잘가라 어찌되었던 삼성에서 정말 잘해줬다,1
개천에서 절대 용이 나오지 못한다,1
호프집 빌려서 티비로 수행원이랑 단관 하면 될텐데....ㅎㅎ,1
터키 시민들 너무 멋지다ㅜㅜㅜ,1
배울점이 많은 사람,1
남고 생활하고 쑥맥이라서 낯선사람한테 마음도 쉽게못열구요..,1
현다이는 국민 고혈에 근거한 세금없으면 질텐데,1
똥마렵거던여. 왜냐면,1
"여자 연예인보다 남자 연예인한테 더 자극됨,,,",1
탈모도 근데 아버지가 머리가풍성해도 아들은 탈모이고 아버지가 탈모여도 아들은 머리가 풍성한사람의외로많음.,1
망해서 WBC 열받는건 잠깐이고 메이져리그 시즌은 길다,1
이제 탈 벗어라 수고햇다,1
더하면총 가산점 84점인데...,1
 전 휴학중이라 그런지..,1
 (가발쓰는 아나운서가 몸을 틀으라는데 가발을 옆으로 돌렸다는...-.-;) ㅋㅋ,1
나머지 문고리도 다잡아드려야지,1
유엔총장은  노무현이 밀어서 된게 아니다.,1
드디어 가을야구가 현실이되었구나!,1
택배직원들은 파업해도 지지합니다...,1
주작충이 이미 체육관 다 점령해서 뚜벅이는 할수록 손해 ㅋㅋㅋ,1
 시중에 염색약은 안될거 같고 천연염색이면 머리염색을 해도될까요?,1
SBS는 허락 받고 케릭터 쓴 건가?,1
딸린 애들은 어떻게 할거임??,1
한화구단 관련 인사는 기자 본인이냐?,1
실전은 시뮬레이션과 엄연히 다르죠...ㅎ;;,1
나라 남의 상관 안쓰겠단거네요,1
커프에서도 일본어 많이 써서 그런듯,1
상술이 넘치는구나...,1
배지현 개이쁨ㅠㅠ..,1
호준군넘 착하고 이뻐,1
"고딩때 발가락에 생에 처음 쥐났을때 잉?? 발까락이 왜 꼬이지?? 이런 생각 들었는데,,,,",1
선풍기를틀어도 더운 날씨군...,1
이정도 있으면서 왜 몇십억 받아서 생활비로 쓴건지...,1
그냥 전동스쿠터 타고 댕겨야하나....,1
승리한다는 정의는 말 말입니다.,1
오늘 무한도전 본방 잘 봤어요 ㅎㅎ!!!,1
저 심각합니다....0,1
 특검 힘내세요,1
머물게하나요? 계속 ?,1
 성폭행은 아니어도 불법 성매매업소 드나든건 팩트 아닌가,1
별걸다 기사화한다.,1
 KBS는 정말 오랜만이라..,1
배고픈거 참기!,1
천진난만해보인다 ㅎㅎㅎㅎㅎ,1
배터리가 문제인걸로 끝나는게 제일 좋은가보지.,1
일방통행 아줌마,1
이걸 보고 웃는건 트럼프겠죠...,1
새로미가 부잔줄알고 결혼했는디 실상은 노자도 기집 무자밝히고쇼윈도부부에서 결국 파탄,1
여드름이 지구의 아닌게 우리가 여드름 터뜨리면 얼굴 주위로 뭔가로 뒤덮혀지진 않잔항,1
두환이 행님 병원 보안관으로 써 주세요,1
트럼프당선됨 다필요없고,1
키우면 어떻게 집고양이가 길고양이랑 새끼를낳아?,1
 시간이 빨리 지나갔으면 좋겠어요,1
요리에 처음 입문하는 초보님들도 알기쉽게 아주 친절하게 꿀팁을 알려주시는 백주부님 화이팅입니다~~,1
오늘이랑 어제 춤 완전 짱짱이었어요!!!,1
주말에 2주간 푹 쉬면서 충전했으니 마지막 집회에는 다시 출동~,1
싫으니까 삼성산다 ㅋㅋ,1
받고 용서 싶거든 한국사능력검정시험 고급(1급) 따서 SNS에 인증하고 사과문 다시 올려라.,1
"특검팀. . ,멋지요~~~^^♥♥",1
납치한다면 반환없다,1
전쟁나면 한방에 끝일듯,1
평화로운 시위로 믿음을 만들었기에 가능했다고 봅니다!,1
100만 이래 개뻥은 ㅋㅋ,1
무도도 이제 대기업아니면 출연힘드네,1
폭염이 좋은점도 있네...,1
박지성한테 털리고 손흥민한테 털리고 몇년후엔 이승우한테도 털릴려나,1
아직도 저는 당신에 대해서 모르겠어요.,1
왜 힘들고 어려우시다면서 계속 자리에 연연하면서 붙어 있는지 진심 궁굼하네.....,1
"포텐 2016년에 터진 오재일,김재환,박건우 선수가 성적이 유지 되느냐가 중요할듯.",1
gs에서 일한지 시간이 꽤 되서 긴가 민가 하네요,1
그러는거보니 개편하고 슬슬 프르그램의 마지막이 다가오는듯,1
군대 갔다와서 더 멋있어진거 같다,1
사법고시 부활이 답,1
그리고 병원마다 다 비용 차이가잇어요?,1
휴가도 여름 못가보고..,1
트랜스젠더고 미셜은 그의 아이들은 입양아 입니다,1
해먹었는지 얼마를 그걸 밝혀낼수는 있나?,1
앞에다 사찰 매표소를 설치하면 되잖아,1
요즘도 옷 차림가지고 남 시선 신경 쓰나?,1
늘 서용빈 선수의 복귀를 기다리는 팬들이 있다는 거 있지 않으셨음 좋겠네요,1
 저 학생이 자랑스럽네,1
김국진성격에이정도오픈하는걸보니결혼할생각인듯,1
광주엔 계속 비가온다던데..,1
 정말 준비 마니 하시는 것 같아요.,1
결국 쿠테타는 각본에의한 무슬람 자자극이네,1
곧 이제 재난 영화가 현실이 되겠군.,1
완전아프고어지럽고 목도 가래도 자꾸 나오고 코도막히네여 ㅠㅠ,1
있었구만...... 중국입김이,1
늘 집에서 해 먹을 수 있는 요리 레시피 감사히 잘 받아 사용하고 있습니다.,1
우리나라 공무원이 거기가 있나보네,1
여자 몸매 쥑이네.,1
식당 밥먹고는 중간에 너무 허기져서 못견디겠습니다.,1
그럼 나머지날은 안먹어도 피임이 되나요?,1
타고투저 시대에 선발 방어율이 4.53이면 괜찮타고 본다 6이닝3실점하면 방어율이 4.50 나오는데 이정도면 계산서는정도잖아?,1
쓴다면 똥폰만 통신비 낮아진게 맞다.,1
그래도 미쓰에이인지도는있는겡,1
414 송창식 혹사 사건때부터 알아봤다. 저런 식으로 팔 아작내면 정말로 투수가 없을거다.,1
후에 5-10분 들어가면 됨,1
성능좋은 바이브레이터 있으면 행복지수가 높겠지,1
나에겐 뜬 구름 잡는 소리이다,1
유재석 갑자기 악플이 눈에 많이 띄는데 왜그런거지 뭔일있었나 유재석기사에 악플 이리많은거 처음봐서 이상하네,1
이게 서장훈:도대체 무슨 의미가 있습니까~,1
 특히 춘천은 뭐 향후 20년은 발전없을듯~,1
거지들은 놀러가도 날씨가 않도와주는구나 ㅋㅋ,1
1000원만 있으면 하루종일 넘치게 놀수있지,1
요즘 연꽃이 한창 피고 있네요~,1
미세먼지도 연휴기간에는 없어지는구나 ~,1
  FA 선언 후 다시 전용 구장에 오셨으니 화이링!~!,1
 기본적으로 개도국이 많고 축구의 열정이 크지 않은 아시아대륙의 수준은 사실상 하향 평준화.,1
같이 죽고 같이 환생하는거 아님? ㅋㅋㅋㅋ망좈ㅋㅋㅋㅋㅋ,1
자극 엘지도 받아서 폭탄 만드는거 아냐? ㅋㅋㅋ,1
한편으로 보면 축하해주고 싶지만 애들입장에서 좀 그런것같네 연애도 중요하지만 애들도 잘 챙겨줄것라고 믿습니다 이쁜사랑 축하해요,1
어이고 이참에 네이버 청소좀했으면 좋겠다,1
매북 강등 정의구현!!!!,1
호주인이래도 출신은 그쪽이니 뭐..,1
 당내 지지가 부족해도 국민의 지지만으로 대통령 후보도 되고 대통령도 되며 잘못하면 대통령도 바꾸는 시스템을 만들어 우리 아이들에게 자식 낳고 행복하게 살고 싶은 미래를 만들어 줍시다.,1
응 봄에서 여름만 심한거 잘 알고있어~~,1
솔직히 근데 금액은 축소발표한게 거의 확실하지.,1
요즘은 커피숍에 오는 사람들도 대부분 혼자드라.,1
빅피쳐가 한국에선 쫌...,1
삼성이 우리나라기관과 입다물어도 미국에서 밝혀주겠지.,1
과연 저 항공기가 미세먼지 원인만 보다가는걸까,1
들여다보고 폰만 걸어다니는 모습 너무 위험해 보임,1
수강정정기간에 학교 안가도 되나요?,1
김래원 박신혜 커플 영입은 신의 한 수.,1
추위를 막으려면 외투를 입어야 합니다,1
양쪽 정부가 해결 못할 일을 젊은이들이 해 내내요.,1
제가 갈만한 다른 게시판없나요?,1
총동원령..이거 편지 왔는데 머에여..?,1
돈 오지게벌었겠네ㅋㅋ,1
뉴스 내용이 중간어 잘린거같은 기분 나만 그런가? 한국이 8위인데 그다음 내용이 나와야하지 않나?,1
<나 혼자 산다>에서 보니까 형돈씨 휴대폰이 보물단지더군요.,1
쓰레기는 소각장에,1
심지어는  확정도 아닌데,1
고소는 악플러 잘하는 일,1
 영생교에 따르면 모든 인간은 신이라고 한다.,1
음주운전이랑 정씨면 다 나왔지 ㅋㅋㅋ,1
"사무실 짐(개인 전공책, 회사 짐 등등)을 집으로 옮겨야 하나요?",1
남자친구가 군인인 여자분들은 물어봐서 알려주시면 감사해요,1
여자친구인듯 실질적으로는 금1은1동1,1
인생 아무도 모른다 진심,1
짝수!! ㅋㅋㅋㅋㅋ짝수다,1
내일 아침에는 해가 뜬다는거랑 뭐가다름이제 곧 가을인데,1
이 기사 좋아요,1
와요??; 클스마스공연에,1
고공폭격기 클로제형님 그동안 수고하셨습니다,1
목사님 그래. 잘 계시고?,1
해설자들도 그렇다.,1
값 라면 안오르는게 다행이다 ㅜㅜ,1
6.25동란을겪으며 좌익으로부터 나라를지킨분들입니다,1
댓글 알바 얼마 주노?,1
보단 이혜훈 조윤선이 낫네,1
 간략하게 소개를 해주면 더 땡큐~~~~~~,1
간혹 발킬머도 떠오르긴하네.,1
없어서 케릭터가 베껴도 국내용 입니다.,1
터칠 일부러 생각이었으면 케이스는 벗겼을 듯..,1
기본적으로 일단 트럼프 관련 한국 언론보도는 너무 믿으면 안됨~~,1
  힘들때마다 전세계의 수많은 팬들이 뒤에서 지지하고 기다리고 있다는거 생각하면서  잘 견뎌내줬으면 좋겠어요.,1
감독님 저는 감독님만을 믿쑵니다!,1
박그네가 어론에 못보였나전언론이 죽일러고 달려드네,1
 응원할게 세븐틴?,1
순금으로 이거 상품화 하기까지 300억 이상 들어갈껄요~,1
 저는 그렇게 심하지 않더라구요;,1
덕분에 요리가 무지 쉬어졋어요,1
일본 2020 도쿄올림픽 소개 영상은 진짜 잘만들었다,1
악 박명수씨인줄 ㅎㅎ,1
 그리고 고졸이 사무직하려면 회계자격증 따야겠죠?,1
건 컴퓨터같은 몰라도 그냥 일상그대로 살아도 되겠구만,1
요리할때 깨스사용시 독성물질 다량발생합니다 전기깨스렌지 사용하세요 업체아님,1
황재균 삼성 3루수 봐라.,1
듣지마 제발 지하철에서 듣다가 나한테 걸리면 귀 찢긴다 진짜,1
대통령은 이재명!,1
넘치는구나... 상술이,1
치킨값 너무 비싸다.,1
근데 필리핀이 승리한거죠??,1
mlb에서 박병호가 고전하는 이유도 설명되는 좋은 분석입니다,1
"    한번 성공이 열번의 실패를 다 없애고,           한번 실패가 열번의 성공을 다 없앤다.",1
구멍쪽이아니라귀 귀에잇는 위쪽이간지럽네여접혀진??,1
어차피 발롱은 호날두,1
변희재와 간단하게 공개토론 하면 되는 것아닌가? 왜 못하지!,1
기본소득시대의.. 특이점..특이점이.. 유토피아가.. 온다 .. 빠르게 대체시키는게 .. 승리자다,1
콜라보하는건데 왜 웃겨야됨..?,1
40% 올해는 함 찍어봐야지...,1
살다보면 시대의 흐름에 따라가는것도 나쁘지않다.,1
엘지는 은성 천웅 형종 석환 강남 상우가 제대로 풀타임뛰어야지,1
꼬리내리고일단피하고,1
만든게임을 남이 잘 하는 나라죠..,1
  그랑프리화이널 우승보다  연아선수 자신이  불안했던 자신을 이겨냈다는것이  더 훌룡한것임니다.,1
여자대통령꼴보고 우리나라 영향받은거 아니냐?,1
아가는.. 4주정도 된거 같아요..,1
기무사가서 단디 정신무장하고 왔제,1
서로 안주고 안받기 운동 캠페인 합시다.,1
기사뜰듯~ 친한지인,1
엠마왓슨이 주연이었다면 이렇게까지 호평을 못받았을지도 모르지,1
몇년 몇십년후 노래를 들으면 아.. 하고 떠오를 그런 그륩,1
 벵거영감 k리그에서 한번 해볼텐가,1
꾸준히준비했다니 메이져가서 이악물고 열심히해서 좋은활약 하길 바란다 . 화이팅 !,1
"요즘은 백주부님 덕에 반찬걱정 안하고늘 해보곤 한답니다,",1
김정민이 미치지 않고서야ㅎ,1
"자주자주 제가좀,, 배가아프곤해요..",1
신청해서 장기말고 2년 계약 하는게 어떨까???,1
삼성 특검에서 쪼으는건 결국엔 박통을 향해 칼날은 겨누는거.,1
이프온리 다시보고싶다,1
여기서 민족이 갈라지는군여..,1
 해견구조자 45명.,1
 늘 응원합니다.,1
기사는 이 지난번에도 본건데?,1
아직 안죽었네요!,1
대작  논란도 간단한 문제다.,1
진짜 격투기를 안좋아하지만 처음으로 격투기를보고 전율이란걸 느끼게해준 경기,1
남친 친구들에게 아이갖고 싶다니까 미쳤대요,1
최동수 화이팅!!,1
그학교  간애들은 다잘지내서 거길로 전학 갈려고 했는데 같은 지역내에서는전학이 안된다네요.,1
내년에도 잘 부탁드립니다 -9개 구단 일동-,1
꽃보다 남자때에도 많은 여자연예인이 나왔지만 이시영이 젤 예뻤어요 ~^^,1
윤선아 잘했다 ! ㅋㅋㅋㅋ,1
맞다에..한표 사기꾼,1
일본에 혐한시위도 당연한듯이 받아들여야한다,1
어벤져스 다음 영웅으로 조심스레 추천해보면서 희생자들의 명복을 빕니다,1
담배가 부의 상징이 될듯,1
찍는 한국에서 이유가 제작비 지원 해준다던데,1
아침에 이미 일어나면 깜놀할 수준임,1
이런것은 외형적으로하고 엄밀하게 어느날 갑자기 통일하는게 우리 최고의승리다 !!,1
묵묵히 자기의 소명과 사명을 다하신민주화의 성지 경찰관님들 존경합니다,1
엄마가다이어트할수있게도와준다해서요,1
 그리고 미리 메리크리스마스!~,1
무어라  할 말이 없네....,1
응 그래 테라나 해야지,1
음주운전 관련법을 더 강하게 해야함,1
전환하려고 기분 예능봐도 뉴스생각뿐,1
자치권을 홍콩에게 줘야 발전이 있다..,1
심한데 미세먼지 상쾌하다니....,1
사고 공기계를 싶은데 비싸긴 비싸네.. 스펙을 따지면 분명 살만한데 컴퓨터 한대값이라 고민중,1
결혼안해도 상관없는데 병역의무는 같이햇음 좋겟다,1
황재균이 한국최고 타자였구나,1
강하늘 그리고 고등학교 때 사진봐봐.,1
곳곳에 태풍온다네요,1
뭣이중헌디~~~~~~,1
참석하지못했지만 순실전자 불매로 지원합니다,1
저렇게 전압체크해서 정상이라고 판정 하면 교환이 안된다.,1
식염수로하면되겠네,1
 궁금합니다 ㅠ,1
제가 얼마전부터 아랫배가 생리통처럼 배가 아픈거예여ㅠㅠ,1
이야기아닌가? 전라도,1
또오해영 보고싶다ㅋㅋ,1
충분하게 충전할때 동의를 구하고 같이밤을 보내야겠네 ㅋㅋㅋ,1
외모든 돈이든 성격이든 비슷한사람들끼리 만나는게 그나마 좋지않을까 싶음,1
잡다한거말고학업에 그냥 관련된거 듣는게 더 좋은가요?,1
통신사는 국영으로 해야된다,1
한 피곤하다 날은 한번에 20시간도 자고요,1
 글남겨요 ㅋㅋ,1
건강도 나빠지고ㅋㅋ,1
오타쿠들의 성지 ㅋㅋㅋㅋㅋㅋ,1
6만명이것지..?,1
돈은 일단 챙기시지..,1
솔직히 오바마 케어는 망한거 맞다.,1
 pc에서 느리다고 하는 놈들있는데 맥 써봐라.,1
저 오늘 산에서 나루토 봤는데,1
마지막 소원 함 풀어보자 대호야!!!,1
귀엽고 잘생김 매력있음,1
중앙에 조선노동당 물어보고 해라!,1
이승엽 선수 2년만 더 뛰어주세요,1
어떻게 벌써..일주일을 기다리지?,1
본다 전소미땜시,1
부은거????????? 얼굴,1
박초롱 윤보미 정은지 손나은 홍유경 김남주 오하영 에이핑크♡핑크판다 영원하자!!,1
오후에 먼지 없다해서 나갔는뎁...,1
가디언즈 오브 갤럭시2 홍보중,1
주연이었다면 엠마왓슨이 이렇게까지 호평을 못받았을지도 모르지,1
먹은 8시에 커피때문인가??,1
 움직이질 못했다.,1
사진만 보고 한화 유니폼인줄 알았다,1
좋은사이로다... 견원지간... ㅋㅋ,1
추신수 그렇게 안쓰더니만 꼴좋네ㅋㅋㅋㅋ,1
 근데 내가 이거 나오냐고 카메라를 들어갈라다가 실수로 게임을 눌림,1
이제 장마가 시작임 ㅋ,1
조의연 판사한테는 믿고 싶지 않은 뉴스겠군요....,1
마이 고마해라 했다아이가,1
왜 글이 없어짐?,1
설사가 솔직히 친박이라면 오줌정도가 비박이다,1
올해 무도 제일잼있었던 회차는 예능총회뿐,1
전범기 Sns는 올리라고 있는 곳이 아니라 이렇게 의견을 표시해야할 때 표하라고 있는 곳입니다,1
하면다들재밌게볼꺼면서ㅋㅋㅋㅋㅋ 아니,1
간장 그 분 말하는거 같네...,1
안해도 영구는 된다!당신같으면 다시 원서 넣을래?,1
안되면서 능력도 균형외교를 외치면 유럽의 스위스가 아니라 동남아의 라오스꼴이 날것이다.,1
혹시 다른 애니중에책걸상이 밀리는 그런 장면있는 애니아시는 분 있나요?ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
작년 이맘때 분명히 비슷한 기사를본걸로 기억합니다,1
보고하면 이해는 한다고 하나요?,1
인생 말아먹은 누리꾼이라 하하,1
보톡스 후유증으로 머리 다 빠진 박양의 후일 모습.,1
사건사고가 유럽에 많네요,1
일본 애들이 정확하네~~~,1
요번 기아 스팅어에도 특별히 호갱님들을 위해 말많은 세타2 엔진도 넣었습니다 많이 사랑해주세요!,1
시청률이 3사 비교해서 바닥이다 보니 새시즌 구상중에 말이 새어 나가서 판이 엎어진듯....,1
업소에서 만나면 사랑이 안되 ㅋㅋㅋㅋㅋㅋㅋ,1
엘쥐지... 텔레비젼은,1
국회의원중에 큐브돌리는 사람이 있나,1
재밌어서 그래도 신경안쓰이는데..,1
장동건이냐... 언제적,1
여자 27살이구요.,1
실은하루에한번씩들어와서 접속일올렷다는게고민1,1
마지막 책 페이지만 읽고 다 읽은척 떠드는 양반일세,1
"애국지사의 죽음이 헛되지 않도록, 남은 애국국민들은 목숨걸고 대한민국 지키겠습니다 !!",1
늙으면 겸양과 지덕을 갖춰야지 어찌 탐욕에 쩌들어 명을 재촉하는지 다 부질없는것을...,1
월급은어덯게줄까요 ..,1
저가요금 사용자로셔 반가운소식이네요,1
어 한겨렌데 정부탓이 없네 잘못봤나???????,1
그냥 눈도 온다고 그래~,1
박보검과 비슷한 이미지...,1
다른 프로리그에서의 기록은 인정안하면서 왜 경력은 포함시키는거지??,1
선수들은 뛸수있는 나이가 한정적이니까 급여고려해서 이적하는건 현명한 선택 아닌가,1
어디 대기업인지 공개해라,1
저  카톡까지 차단함;;,1
국민으로써 얼굴에 미소짖는 소식 감사합니다,1
문학계도 한류가....,1
이 들마 방영전에 중국 미국 일본 말레지아 등에 다 팔려서 제작비 다 회수 했어요 ..,1
ㄷㄷ?ㅠ 일요일아침만 맨날이럼,1
음란소설이라고 2007년에도 벌금 받은건가?,1
우리나라는 배달 서비스가 좋아서.. 저렇게는 안 될 거임.,1
어긋남이 한치라도 생기면 우리는 또간다...,1
 각국 방위성들이 예약할려고 줄설거야.,1
어쨌든  너무 당기고 아프더라구요...,1
언제 리얼은 개봉하냐,1
"짐(개인 사무실 전공책, 회사 짐 등등)을 집으로 옮겨야 하나요?",1
어 ?짱구 엉덩이네 울라울라,1
진심 방필규대사가 현 있는분들의 진심같아서 씁쓸,1
안하는게  나을까요??,1
수원 기사제목보고 화성인줄......,1
할 그거 돈으로 교육복지환경 개선합시다,1
슈돌 섭외력 우주돌파,1
 편지나 먹을거 같은거 챙겨줘도 될까요?,1
이왕 만드는거 피자를 만들면서 가는게 더 낫지 않아?,1
 조그마한 삶의 교훈을 주네요.,1
그래 제대하면 우리 친구고 아들이고 동생이고 형이고 부하직원이고 후배고 선배고..국민이다,1
 좀더 신중할필요가 있다...,1
전엔 62위였는데 매번 순위 바뀝니다 알리도 60위권에서 이번에 10권내로 진입했고,1
스크이적하겟네 서건창 ㅋㅋ,1
왜 이렇게들 생각할가?,1
6천년전 예수께서 아담을 지으셨습니다,1
 아마 인류사에 그정도로 완벽한 비주얼은 당분간 나오기 힘들듯,1
다 돌아오는구나...,1
삼순이 오랜만이네,1
피의자를 요구대로 나라를 바로 세우기 위해서 관련자 전원에게 사형을 구형합니다,1
 제가 예민한 건가요?,1
헤딩이 이형 어마어마 해서 키가 크라우치급인줄 ..,1
제발 뻥치지마 ㅜㅜ,1
있으면서 이정도 왜 몇십억 받아서 생활비로 쓴건지...,1
반환없다 납치한다면,1
한화팬의 감독고민 박종훈이 치료할까,1
아 이래가지고 고3인데 요번주금요일 학교 나오지말라던데,1
첫째주 8월 금요일을 임시공휴일 지정해라,1
인터넷 님이 안쓰면 요금이 부과될 일 자체가 없습니다.,1
그리고 오늘다시해보니 저리두줄이^^,1
확정234표 가결,1
"애플, 삼성만 돈 벌었다. 양강 두기업 합계 105% 수익내, 나머지 기업은 모두 적자",1
 작은 흥미를 큰 행복과 바꿔야만 하는 이유가 뭘까.,1
이정도 ㅋㅋ 선수들 데리고 홍명보가 감독해도 5등 이상은 했겠다 ㅋㅋ,1
연예인 탑 쓰리안에든다 진심이쁘네,1
갓근형선생님건강한모습으로우리겼에서항상멋진연기보여주세요!,1
신기하다 지구 자전 멈춰도 살아남는게 아닐까.. 달이 조금씩 멀어지고 있다던데,1
오늘 한편의 영화 같았다.,1
나이에두 상관없이 진짜 열씨미 뛰어주는 울 용수 아자씨 홨팅임다!!,1
"이해 못할 무슬림이었지만, 이것만은 기립박수쳐주고 싶다.",1
머리 아프고 속도 울렁거리고 미치겠는데요.,1
이런걸 어떻게 찾아내는건가요...?,1
난 아고.. 내 개집이나 잘지켜야지 ..,1
 기저귀에 안 싸고 변기통에응아한게..,1
불쌍해보이긴하지만다저스가 더이상 기회안줄듯,1
또다시 오랜만에 찾아온 해변에는 변한게 없고~,1
범죄와의 진정한 전쟁이군.,1
어찌냐.... 나토 이슬람 국가 세력 더 넓어지겠네...,1
화천 강원도 계신분 오늘날씨 어때요?,1
 머리깨질거같습니다..,1
에어컨 너무 시원해요! 겨울.,1
그리 어제 서울에 비안온다고 하시던 댓글 다 사라졌네욤 어제 충북 대전 쏟아붓는다고 이 구름전선이 수도권으로 올라갈거같다고 댓글 그리 달았는데 안들으시더니만 ㅠㅠ,1
홍콩에게 자치권을 줘야 발전이 있다..,1
우리나라에서 가장 영향력있는 20대가 아닐까 생각함,1
뭐 그동안 그럴싸한 핑계거리라도 준비한 줄 알았더니 별거 없네?,1
순간 이모집으로 들어갈뻔했음....ㅋㅋㅋ,1
속이 없는 바나나껍질,1
헐 저 3위예요...?,1
이젠 영화도 이과가,1
이거 아이디어 낸 짱구 얼굴 좀 보고싶다.,1
드디어 이런날이 오다니..,1
맨유를 기억에 끝으로 은퇴한다고 했던거 같은데 인제 그냥 후배들에게 맡기셔도 될듯한데,1
솔직히 한효주니까 여신인거지???,1
차좀 막혀도된다 ...!!!!!,1
진짜  게임을 즐기려면 상황 파악 및 전달이다.,1
 분석은 도저히 전산기를 따라갈수 없음.,1
진짜 겸손하다 ㅜㅜㅜㅜㅜㅜㅜ,1
전  휴학중이라 그런지..,1
덕분에 쉽게쉽게 요리해서 매일매일 멋진 만찬을 준비하는 주부에요..,1
"제목과 좀 쌩뚱맞지만,ㅎㅎ",1
바람은겁나부네,1
쓰는게 공짜돈 임자입니다,1
아무것도 아닌 빵 스티커도 그렇게 매출이좋았는데 오죽하겠어 ㅎㅎ,1
